pmid,year,journal,title,doi,article_group,categories,publication_types,pubmed_url
40627759,2025,Journal of periodontology,Effects of prenatal supplementation with probiotics on the development of experimental periodontitis in pregnant mice.,10.1002/JPER.24-0597,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40627759/
39964200,2025,Journal of periodontology,The influence of smoking on periodontal health: A case-control study in Afghanistan.,10.1002/JPER.24-0693,Original Article,分類與治療指引; SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39964200/
39826136,2025,Journal of periodontology,Differences in health care expenditure due to the comorbidity status of periodontal disease and diabetes mellitus.,10.1002/JPER.24-0496,Original Article,全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39826136/
39812485,2025,Journal of periodontology,"Cotinine, trans-3'-hydroxycotinine, and nicotine metabolite ratio indicate association between smoking and tooth loss.",10.1002/JPER.24-0249,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39812485/
39692522,2025,Journal of periodontology,Mediating role of immune cells in association between volatile organic compounds and periodontitis: NHANES 2011-2014.,10.1002/JPER.24-0150,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39692522/
39636791,2025,Journal of periodontology,Ridge dimensional changes and implant stability utilizing the osseodensification protocol: A randomized clinical trial.,10.1002/JPER.24-0343,Original Article,再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39636791/
39549249,2025,Journal of periodontology,Artificial intelligence with counseling on the treatment outcomes and quality of life in periodontitis patients.,10.1002/JPER.24-0082,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/39549249/
39494826,2025,Journal of periodontology,Appraising the life-course impact of Epstein-Barr virus exposure and its genetic signature on periodontitis.,10.1002/JPER.24-0300,Original Article,微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39494826/
39437224,2025,Journal of periodontology,Effectiveness of nonsurgical re-instrumentation: Tooth-related factors.,10.1002/JPER.24-0178,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39437224/
39382046,2025,Journal of periodontology,The impact of intravenous versus submucosal dexamethasone on short-term patient response: A randomized controlled trial.,10.1002/JPER.24-0127,Original Article,其他牙周臨床/基礎研究,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39382046/
40522758,2025,Journal of periodontology,Putting gingival bleeding front and center when assessing dietary guidelines.,10.1002/JPER.24-0655,Other,分類與治療指引,Editorial,https://pubmed.ncbi.nlm.nih.gov/40522758/
40501397,2025,Journal of periodontology,AO/AAP consensus on prevention and management of peri-implant diseases and conditions: Summary report.,10.1002/JPER.25-0270,Original Article,分類與治療指引; 植體周圍疾病; 非手術治療與抗菌輔助; SPT/SPC 與風險評估; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article; Consensus Statement,https://pubmed.ncbi.nlm.nih.gov/40501397/
40489307,2025,Journal of periodontology,"Prevalence, incidence, systemic, behavioral, and patient-related risk factors and indicators for peri-implant diseases: An AO/AAP systematic review and meta-analysis.",10.1002/JPER.24-0154,Review,植體周圍疾病; 全身疾病與危險因子,Journal Article; Systematic Review; Meta-Analysis,https://pubmed.ncbi.nlm.nih.gov/40489307/
40489305,2025,Journal of periodontology,"Prevalence, incidence, risk, and protective factors for soft tissue dehiscences at implant sites in the absence of disease: An AO/AAP systematic review and meta-regression analysis.",10.1002/JPER.24-0119,Review,植體周圍疾病; 再生與黏膜牙齦手術; 全身疾病與危險因子,Journal Article; Systematic Review; Meta-Analysis,https://pubmed.ncbi.nlm.nih.gov/40489305/
40489294,2025,Journal of periodontology,Surgical- and implant-related factors and onset/progression of peri-implant diseases: An AO/AAP systematic review.,10.1002/JPER.24-0083,Review,分類與治療指引; 植體周圍疾病; 診斷影像與數位工具,Journal Article; Systematic Review,https://pubmed.ncbi.nlm.nih.gov/40489294/
40489290,2025,Journal of periodontology,The influence of prosthetic designs on peri-implant bone loss: An AO/AAP systematic review and meta-analysis.,10.1002/JPER.24-0144,Review,植體周圍疾病,Journal Article; Systematic Review; Meta-Analysis,https://pubmed.ncbi.nlm.nih.gov/40489290/
39311723,2025,Journal of periodontology,Bmi-1 alleviates alveolar bone resorption through the regulation of autophagy.,10.1002/JPER.23-0796,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39311723/
39311712,2025,Journal of periodontology,Serum vitamin D concentration is inversely associated with matrix metalloproteinase-9 level in periodontal diseases.,10.1002/JPER.24-0106,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子; 微生物與宿主生物標記; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39311712/
39185702,2025,Journal of periodontology,Effects of a 4-week free-sugar avoidance during periodontal therapy: An explorative randomized controlled clinical trial.,10.1002/JPER.24-0208,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/39185702/
39007745,2025,Journal of periodontology,Efficiency of oral keratinized gingiva detection and measurement based on convolutional neural network.,10.1002/JPER.24-0151,Original Article,SPT/SPC 與風險評估; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39007745/
40444851,2025,Journal of periodontology,Research Forum Poster Session and Competition: Winners.,10.1002/JPER.25-0164,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40444851/
40387797,2025,Journal of periodontology,2020 Japanese Society of Periodontology and Japanese Academy of Clinical Periodontology Posters.,10.1002/JPER.25-0114,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40387797/
39812490,2025,Journal of periodontology,Research Forum Poster Session and Competition: Winners.,10.1002/JPER.24-0373,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39812490/
39812456,2025,Journal of periodontology,Research Forum Poster Session and Competition: Finalists and Posters.,10.1002/JPER.24-0369,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39812456/
39692480,2025,Journal of periodontology,Inhibition of fibulin-3 ameliorates periodontal inflammation through reducing M1 macrophage polarization via EGFR/PI3K/AKT pathway.,10.1002/JPER.24-0405,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39692480/
39692465,2025,Journal of periodontology,Effects of periodontal disease on the reproductive performance and offspring of Wistar rats.,10.1002/JPER.24-0281,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39692465/
39403884,2025,Journal of periodontology,Gingival inflammation and leukocyte-endothelium cell interactions in women with polycystic ovary syndrome.,10.1002/JPER.24-0148,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39403884/
39311693,2025,Journal of periodontology,Evaluation of salivary interleukin-17 and developmental endothelial locus-1 in patients with periodontitis with and without type 2 diabetes mellitus.,10.1002/JPER.23-0720,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39311693/
39185680,2025,Journal of periodontology,Diagnostic reproducibility of the 2018 Classification of Gingival Recessions: Comparing photographic and in-person diagnoses.,10.1002/JPER.24-0173,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39185680/
39185638,2025,Journal of periodontology,Histological and immunohistochemical soft-tissue response to cylindrical and concave abutments: Multicenter randomized clinical trial.,10.1002/JPER.24-0250,Original Article,植體周圍疾病; 再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial; Multicenter Study,https://pubmed.ncbi.nlm.nih.gov/39185638/
39012314,2025,Journal of periodontology,"In vitro comparison of zinc-based, chlorhexidine, and essential oil mouth rinses.",10.1002/JPER.23-0619,Original Article,微生物與宿主生物標記,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39012314/
38971999,2025,Journal of periodontology,Association between nonalcoholic fatty liver disease scores and chronic periodontitis: A retrospective cohort study.,10.1002/JPER.24-0171,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38971999/
39903662,2025,Journal of periodontology,Sexual dimorphism in periodontal inflammation: A cross-sectional study.,10.1002/JPER.24-0466,Original Article,全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39903662/
39812466,2025,Journal of periodontology,Research Forum Poster Session and Competition: Finalists and Posters.,10.1002/JPER.24-0266,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39812466/
39549247,2025,Journal of periodontology,Impact of nonsurgical periodontal treatment on arterial stiffness outcomes related to endothelial dysfunction: A systematic review and meta-analysis.,10.1002/JPER.24-0422,Review,分類與治療指引; 非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article; Systematic Review; Meta-Analysis,https://pubmed.ncbi.nlm.nih.gov/39549247/
39340437,2025,Journal of periodontology,A population-based study on the associations of thyroid cancer with chronic periodontitis.,10.1002/JPER.24-0311,Original Article,分類與治療指引; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39340437/
39295442,2025,Journal of periodontology,Behçet's disease modifies the gingival inflammatory response.,10.1002/JPER.24-0182,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39295442/
39210600,2025,Journal of periodontology,B10 cells regulate macrophage polarization to alleviate inflammation and bone loss in periodontitis.,10.1002/JPER.24-0114,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39210600/
39189666,2025,Journal of periodontology,Lipocalin-2 as a fundamental protein in type 2 diabetes and periodontitis in mice.,10.1002/JPER.24-0215,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39189666/
39119887,2025,Journal of periodontology,Gingival phenotype classification by visual and probe visibility assessments: Relationship with thickness and probe design.,10.1002/JPER.24-0172,Original Article,分類與治療指引,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39119887/
39925335,2025,Journal of periodontology,Effect of an intensive antiplaque regimen on microbiome outcomes after nonsurgical periodontal therapy.,10.1002/JPER.24-0141,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39925335/
39565645,2025,Journal of periodontology,Periodontitis associated with brain function impairment in middle-aged and elderly individuals with normal cognition.,10.1002/JPER.24-0264,Original Article,分類與治療指引; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39565645/
39403776,2025,Journal of periodontology,Clinical outcomes of using operating microscope for alveolar ridge preservation: A randomized controlled trial.,10.1002/JPER.24-0081,Original Article,再生與黏膜牙齦手術; SPT/SPC 與風險評估; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/39403776/
39282712,2025,Journal of periodontology,Impact of smoking habit on the subgingival proteome in patients with periodontitis.,10.1002/JPER.24-0062,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39282712/
39185693,2025,Journal of periodontology,Combined application of Er:YAG laser and low-level laser in non-surgical treatment of periodontitis.,10.1002/JPER.24-0128,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39185693/
39007847,2025,Journal of periodontology,In vivo experimental study comparing alveolar ridge preservation versus guided bone regeneration after unassisted socket healing at intact and damaged sites in narrow alveolar ridges.,10.1002/JPER.24-0125,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39007847/
38937866,2025,Journal of periodontology,Laser and scanning electron microscopy evaluation of residual microislands of calculus.,10.1002/JPER.24-0191,Original Article,非手術治療與抗菌輔助,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38937866/
38937859,2025,Journal of periodontology,Cystathionine γ-lyase contributes to exacerbation of periodontal destruction in experimental periodontitis under hyperglycemia.,10.1002/JPER.23-0811,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38937859/
39129325,2025,Journal of periodontology,Immediate single-tooth implant placement in bony defect sites: A 10-year randomized controlled trial.,10.1002/JPER.24-0251,Original Article,分類與治療指引; 植體周圍疾病; 再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/39129325/
39107934,2025,Journal of periodontology,U-shaped association between pan-immune-inflammation value and periodontitis: NHANES 2009-2014.,10.1002/JPER.24-0318,Original Article,分類與治療指引; 非手術治療與抗菌輔助,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39107934/
39082189,2025,Journal of periodontology,Risk factors for the failure of re-implanted dental implants: A 20-year retrospective study.,10.1002/JPER.24-0198,Original Article,全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39082189/
39031888,2025,Journal of periodontology,Flavonoid gossypetin protects alveolar bone and limits inflammation in ligature-induced periodontitis in mice.,10.1002/JPER.23-0541,Original Article,SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39031888/
39022872,2025,Journal of periodontology,Oxidative balance scores in Korean adults are associated with periodontitis.,10.1002/JPER.24-0164,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39022872/
38937867,2025,Journal of periodontology,Long-term success and influencing factors of regenerative surgery for intra-bony defects: A retrospective cohort study.,10.1002/JPER.23-0701,Original Article,再生與黏膜牙齦手術; SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38937867/
38884611,2025,Journal of periodontology,Evaluation of circulating IgG antibodies against Porphyromonas gingivalis or its gingipains as serological markers of periodontitis and carriage of the bacterium.,10.1002/JPER.23-0766,Original Article,分類與治療指引; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38884611/
39868976,2025,Journal of periodontology,"Global burden and trends of severe periodontitis among women of childbearing age, 1990-2021.",10.1002/JPER.24-0615,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39868976/
39826135,2025,Journal of periodontology,Effectiveness of nonsurgical re-instrumentation of residual pockets as step 3 of periodontal therapy: A field study.,10.1002/JPER.24-0532,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39826135/
39031771,2025,Journal of periodontology,The effect of antireaction medications on the association between periodontitis and leprosy reactions: An important methodological issue in periodontal medicine.,10.1002/JPER.23-0725,Original Article,其他牙周臨床/基礎研究,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39031771/
39031651,2025,Journal of periodontology,Correlation between short-chain fatty acids and peri-implant disease: A cross-sectional study.,10.1002/JPER.23-0682,Original Article,植體周圍疾病; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39031651/
39012429,2025,Journal of periodontology,Disparate effects of sclerostin deletion on alveolar bone and cellular cementum in mice.,10.1002/JPER.24-0025,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39012429/
39007741,2025,Journal of periodontology,Quantifying periodontitis-associated oral dysbiosis in tongue and saliva microbiomes-An integrated data analysis.,10.1002/JPER.24-0120,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39007741/
39003582,2025,Journal of periodontology,Subgingival microbial profiles in pre- and postmenopausal women: Associations with serum estradiol levels.,10.1002/JPER.24-0267,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39003582/
38967396,2025,Journal of periodontology,"Beyond transcription, aryl hydrocarbon receptor plays a protective role in periodontitis by interacting with CaMKII.",10.1002/JPER.24-0021,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38967396/
38924066,2025,Journal of periodontology,Periodontal and microbiological evaluation in cleft lip/palate patients undergoing orthodontic treatment: A cross-sectional study.,10.1002/JPER.24-0085,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38924066/
38884702,2025,Journal of periodontology,Effect of alveolar ridge preservation at periodontally compromised molar extraction sockets: A retrospective cohort study.,10.1002/JPER.24-0064,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38884702/
39031577,2024,Journal of periodontology,Overexpression of the receptor for resolvin E1 (ERV1) prevents early alveolar bone loss in leptin receptor deficiency-induced diabetes.,10.1002/JPER.24-0060,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39031577/
39003566,2024,Journal of periodontology,Peri-implantitis induction and resolution around zirconia versus titanium implants.,10.1002/JPER.23-0573,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 非手術治療與抗菌輔助; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39003566/
38937873,2024,Journal of periodontology,Harvest of epithelialized gingival grafts without application of hemostatic sutures: A randomized clinical trial using laser speckle contrast imaging.,10.1002/JPER.23-0620,Original Article,再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/38937873/
38874285,2024,Journal of periodontology,Survival analysis of teeth following clinical crown lengthening and crown insertion procedures up to 14 years: A retrospective cohort study.,10.1002/JPER.24-0118,Original Article,SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38874285/
38850405,2024,Journal of periodontology,The mediating role of sugar and lipid metabolism and systemic inflammation in the association between breakfast skipping and periodontitis: A population-based study.,10.1002/JPER.24-0079,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38850405/
38742564,2024,Journal of periodontology,Ultrasound-based jawbone surface quality evaluation after alveolar ridge preservation.,10.1002/JPER.23-0370,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38742564/
38708772,2024,Journal of periodontology,"Inflammation and tissue remodeling mediator expression during gingivitis: A comparison between experimental, naturally occurring gingivitis, and periodontal health.",10.1002/JPER.23-0692,Original Article,微生物與宿主生物標記,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38708772/
38605536,2024,Journal of periodontology,Patient awareness of the association between periodontal and systemic diseases in an academic setting.,10.1002/JPER.23-0635,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38605536/
38982971,2024,Journal of periodontology,Excessive weight in pregnant women increases the chance of diagnosing periodontitis combined with tooth loss.,10.1002/JPER.23-0745,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article; Multicenter Study,https://pubmed.ncbi.nlm.nih.gov/38982971/
38830780,2024,Journal of periodontology,The effect of an antioxidant gel compared to chlorhexidine during the soft tissue healing process: An animal study.,10.1002/JPER.23-0794,Original Article,其他牙周臨床/基礎研究,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38830780/
38830779,2024,Journal of periodontology,Airflowing as an adjunctive treatment for periodontitis: A randomized controlled trial.,10.1002/JPER.24-0099,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38830779/
38808976,2024,Journal of periodontology,"Tunnel technique and subepithelial connective tissue graft, with or without cross-linked hyaluronic acid, in the treatment of multiple gingival recessions: 12-month outcomes of a randomized clinical trial.",10.1002/JPER.24-0093,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38808976/
38696461,2024,Journal of periodontology,"Salivary microbiome and MRP-8/14 levels in children with gingivitis, healthy children, and their mothers.",10.1002/JPER.23-0632,Original Article,微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38696461/
38488753,2024,Journal of periodontology,Leukemia inhibitory factor protects against experimental periodontitis through immuno-modulations of both macrophages and periodontal ligament fibroblasts.,10.1002/JPER.23-0607,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38488753/
38291892,2024,Journal of periodontology,Clinical evaluation of a novel protocol for supportive periodontal care: A randomized controlled clinical trial.,10.1002/JPER.23-0527,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; SPT/SPC 與風險評估,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38291892/
37221674,2024,Journal of periodontology,Balint Orban Memorial Program Abstracts.,10.1002/JPER.23-0287,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37221674/
39276106,2024,Journal of periodontology,[Not Available].,10.1002/JPER.24-0190,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39276106/
38923568,2024,Journal of periodontology,Preloading peri-implant crestal bone loss: A retrospective study of incidence and related factors.,10.1002/JPER.24-0028,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38923568/
38881046,2024,Journal of periodontology,Impact of surface chemical treatment in surgical regenerative treatment of ligature-induced peri-implantitis: A canine study.,10.1002/JPER.23-0634,Original Article,植體周圍疾病; 再生與黏膜牙齦手術,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38881046/
38865252,2024,Journal of periodontology,Preclinical comparison study of experimental peri-implantitis between alveolar ridge preservation and spontaneous healing sites in infected and noninfected tooth: a randomized blinded in vivo study.,10.1002/JPER.23-0617,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38865252/
38742582,2024,Journal of periodontology,Survival rate of teeth adjacent and nonadjacent to dental implants: A retrospective cohort study.,10.1002/JPER.23-0739,Original Article,SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38742582/
38728106,2024,Journal of periodontology,Associations between periodontitis and serum anti-malondialdehyde-acetaldehyde antibody concentrations in rheumatoid arthritis: A case-control study.,10.1002/JPER.23-0604,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38728106/
38696664,2024,Journal of periodontology,"Effects of minimally invasive non-surgical therapy on C-reactive protein, lipoprotein-associated phospholipase A2, and clinical outcomes in periodontitis patients: A 1-year randomized, controlled clinical trial.",10.1002/JPER.23-0518,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38696664/
38563552,2024,Journal of periodontology,Association of periodontitis with gastrointestinal tract disorders: A bidirectional Mendelian randomization study.,10.1002/JPER.23-0560,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38563552/
38375939,2024,Journal of periodontology,"Evaluation of the effect of Er,Cr:YSGG laser application on peri-implant crevicular fluid receptor activator of nuclear factor-kappa B ligand and osteoprotegerin levels in the non-surgical treatment of peri-implantitis: A randomized clinical trial.",10.1002/JPER.23-0540,Original Article,植體周圍疾病; 非手術治療與抗菌輔助,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/38375939/
38963713,2024,Journal of periodontology,Gingipain and oncostatin M synergistically disrupt kidney tight junctions in periodontitis-associated acute kidney injury.,10.1002/JPER.24-0007,Original Article,微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38963713/
38946115,2024,Journal of periodontology,How well do antimicrobial mouth rinses prevent dysbiosis in an in vitro periodontitis biofilm model?,10.1002/JPER.23-0674,Original Article,分類與治療指引; 非手術治療與抗菌輔助; SPT/SPC 與風險評估; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38946115/
38563593,2024,Journal of periodontology,Evaluation of acceptance and preference of topical lidocaine application versus articaine injection anesthesia after nonsurgical periodontal treatment: A randomized clinical trial.,10.1002/JPER.23-0466,Original Article,非手術治療與抗菌輔助,Journal Article; Randomized Controlled Trial; Comparative Study; Multicenter Study,https://pubmed.ncbi.nlm.nih.gov/38563593/
38197131,2024,Journal of periodontology,Validity of individual self-report oral health measures in assessing periodontitis for causal research applications.,10.1002/JPER.23-0551,Original Article,分類與治療指引,Journal Article; Validation Study,https://pubmed.ncbi.nlm.nih.gov/38197131/
38055628,2024,Journal of periodontology,Melatonin supports nonsurgical periodontal treatment in patients with Type 2 diabetes mellitus and periodontitis: A randomized clinical trial.,10.1002/JPER.23-0335,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38055628/
38041803,2024,Journal of periodontology,Resolution of peri-implant mucositis following standard treatment: A prospective split-mouth study.,10.1002/JPER.23-0507,Original Article,植體周圍疾病; SPT/SPC 與風險評估; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38041803/
38029354,2024,Journal of periodontology,Assessment of bone defect morphology for the adjunctive use of bone grafting combined with enamel matrix derivative: A 3-year cohort study.,10.1002/JPER.23-0538,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38029354/
38009257,2024,Journal of periodontology,"Enhanced periodontal tissue healing via vascular endothelial growth factor expression following low-level erbium-doped: yttrium, aluminum, and garnet laser irradiation: In vitro and in vivo studies.",10.1002/JPER.23-0458,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38009257/
38523602,2024,Journal of periodontology,MyD88 exacerbates inflammation-induced bone loss by modulating dynamic equilibrium between Th17/Treg cells and subgingival microbiota dysbiosis.,10.1002/JPER.23-0561,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38523602/
38196330,2024,Journal of periodontology,Periodontists and stem cell-based therapy for alveolar bone regeneration: A national survey.,10.1002/JPER.23-0506,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38196330/
